City,Brand,Model,Year,Body,Color,Engine_Power,Fuel_Type,Mileage,Gearbox,Transmission,New,Price
Beyləqan,Mercedes,C 220,1994,Sedan,Gümüşü,143.0,Dizel,421741,Avtomat,Arxa,Xeyr,10200
Bakı,BMW,530,2006,Sedan,Ağ,258.0,Benzin,350000,Avtomat,Arxa,Xeyr,19700
Bakı,Renault,Megane,2006,Universal,Yaş Asfalt,110.0,Dizel,246000,Mexaniki,Ön,Xeyr,8700
Bakı,Hyundai,Elantra,2014,Sedan,Qara,150.0,Benzin,80000,Avtomat,Ön,Xeyr,19500
Gəncə,LADA (VAZ),Niva,1986,Universal,Ağ,80.0,Benzin,300000,Mexaniki,Tam,Xeyr,4500
Gəncə,Opel,Astra,2005,Hetçbek / Liftbek,Yaş Asfalt,90.0,Benzin,19000,Mexaniki,Ön,Xeyr,10500
Bakı,BMW,X6,2009,Offroader / SUV,Boz,407.0,Benzin,198520,Avtomat,Tam,Xeyr,21500
Gəncə,Nissan,Sunny,2011,Sedan,Gümüşü,107.0,Benzin,175000,Mexaniki,Ön,Xeyr,12400
Bakı,Land Rover,RR Evoque,2013,Offroader / SUV,Ağ,240.0,Benzin,54753,Avtomat,Tam,Xeyr,33500
Bakı,Infiniti,FX50,2008,Offroader / SUV,Qara,400.0,Benzin,168000,Avtomat,Tam,Xeyr,31700
Bakı,Chevrolet,Cruze,2012,Sedan,Ağ,141.0,Benzin,166000,Avtomat,Ön,Xeyr,13100
Bakı,Kia,Optima,2018,Sedan,Qara,245.0,Benzin,27000,Avtomat,Ön,Xeyr,40500
Bakı,Volkswagen,Polo,1995,Sedan,Yaşıl,90.0,Benzin,250000,Mexaniki,Ön,Xeyr,3900
Bakı,Audi,A6,2015,Sedan,Ağ,252.0,Benzin,120000,Avtomat,Tam,Xeyr,27000
Bakı,Chevrolet,Cruze,2016,Sedan,Qırmızı,153.0,Benzin,85000,Avtomat,Ön,Xeyr,18900
Bakı,Toyota,Prado,2004,Offroader / SUV,Göy,250.0,Benzin,181000,Avtomat,Tam,Xeyr,24000
Bakı,LADA (VAZ),2104,2007,Universal,Ağ,65.0,Benzin,47880,Mexaniki,Arxa,Xeyr,6800
Bakı,Toyota,Prius,2012,Hetçbek / Liftbek,Ağ,99.0,Hibrid,163000,Variator,Ön,Xeyr,19500
Bakı,Chevrolet,Cruze,2016,Hetçbek / Liftbek,Gümüşü,153.0,Benzin,58000,Avtomat,Ön,Xeyr,17900
Bakı,Dacia,Logan,2007,Universal,Gümüşü,106.0,Dizel,401338,Mexaniki,Ön,Xeyr,10700
Bakı,Chevrolet,Trax,2017,Offroader / SUV,Boz,141.0,Benzin,79000,Avtomat,Tam,Xeyr,21900
Bakı,Hyundai,Sonata,2009,Sedan,Qara,165.0,Benzin,137000,Avtomat,Ön,Xeyr,18400
Bakı,Mercedes,C 180,1995,Sedan,Yaşıl,122.0,Benzin,450000,Avtomat,Arxa,Xeyr,7700
Bakı,Honda,Insight,2011,Hetçbek / Liftbek,Yaş Asfalt,88.0,Hibrid,100000,Avtomat,Ön,Xeyr,13800
Sumqayıt,Mercedes,E 230,1996,Sedan,Göy,150.0,Benzin,298636,Avtomat,Arxa,Xeyr,9600
Xaçmaz,GAZ,33021,1998,Yük maşını,Boz,75.0,Benzin,300000,Mexaniki,Arxa,Xeyr,6800
Bakı,Honda,Insight,2011,Hetçbek / Liftbek,Yaş Asfalt,88.0,Hibrid,100000,Avtomat,Ön,Xeyr,13800
Sumqayıt,Mercedes,E 230,1996,Sedan,Göy,150.0,Benzin,298636,Avtomat,Arxa,Xeyr,9600
Xaçmaz,GAZ,33021,1998,Yük maşını,Boz,75.0,Benzin,300000,Mexaniki,Arxa,Xeyr,6800
Bakı,LADA (VAZ),2107,2006,Sedan,Boz,75.0,Benzin,16000,Mexaniki,Arxa,Xeyr,5500
Bakı,Peugeot,Khazar 406,2019,Sedan,Ağ,132.0,Benzin,70000,Avtomat,Ön,Xeyr,15500
Bakı,Chevrolet,Malibu,2016,Sedan,Yaş Asfalt,160.0,Benzin,67000,Avtomat,Arxa,Xeyr,24900
Bakı,Mercedes,E 240,1999,Sedan,Göy,170.0,Benzin,282000,Avtomat,Arxa,Xeyr,13500
Zaqatala,LADA (VAZ),Niva,2019,Offroader / SUV,Göy,80.0,Benzin,49300,Mexaniki,Tam,Xeyr,16500
Bakı,Kia,Optima,2011,Sedan,Ağ,180.0,Benzin,121000,Avtomat,Ön,Xeyr,16950
Salyan,Mercedes,C 180,1999,Sedan,Göy,122.0,Benzin,400000,Avtomat,Arxa,Xeyr,11800
Bakı,Hyundai,Elantra,2015,Sedan,Ağ,150.0,Benzin,105000,Avtomat,Ön,Xeyr,17900
Bakı,LADA (VAZ),2107,2011,Sedan,Qara,65.0,Benzin,37000,Mexaniki,Arxa,Xeyr,7000
Bakı,Toyota,Prado,2012,Offroader / SUV,Ağ,167.0,Benzin,153000,Avtomat,Tam,Xeyr,27000
Bakı,Hyundai,Tucson,2008,Offroader / SUV,Qara,140.0,Benzin,202000,Avtomat,Tam,Xeyr,15000
Xudat,LADA (VAZ),2115,2011,Sedan,Tünd qırmızı,75.0,Benzin,235000,Mexaniki,Ön,Xeyr,7500
Gəncə,LADA (VAZ),2107,1995,Sedan,Ağ,65.0,Benzin,170000,Mexaniki,Arxa,Xeyr,4800
Bakı,Volkswagen,Passat,2003,Sedan,Ağ,170.0,Benzin,245613,Avtomat,Ön,Xeyr,6500
Bakı,BMW,745,2003,Sedan,Qara,333.0,Benzin,305500,Avtomat,Arxa,Xeyr,9500
Bakı,Honda,CR-V,2006,Offroader / SUV,Qara,150.0,Benzin,250000,Avtomat,Tam,Xeyr,16800
Bakı,Toyota,Prado,2015,Offroader / SUV,Bej,167.0,Benzin,217000,Avtomat,Tam,Xeyr,38200
Bakı,Kia,Cerato,2012,Sedan,Ağ,156.0,Benzin,177223,Avtomat,Ön,Xeyr,17300
Bakı,Kia,Optima,2013,Sedan,Göy,274.0,Benzin,120701,Avtomat,Ön,Xeyr,21200
Sumqayıt,LADA (VAZ),2107,2000,Sedan,Göy,65.0,Benzin,11111,Mexaniki,Arxa,Xeyr,5200
Bakı,Kia,Optima,2013,Sedan,Göy,274.0,Benzin,120701,Avtomat,Ön,Xeyr,21200
Sumqayıt,LADA (VAZ),2107,2000,Sedan,Göy,65.0,Benzin,11111,Mexaniki,Arxa,Xeyr,5200
Bakı,Chevrolet,Cruze,2014,Sedan,Ağ,141.0,Benzin,163237,Avtomat,Ön,Xeyr,17800
Bakı,Kia,Rio,2007,Hetçbek / Liftbek,Mavi,110.0,Dizel,212000,Mexaniki,Ön,Xeyr,12200
Bakı,Chevrolet,Cruze,2015,Sedan,Yaşıl,141.0,Benzin,142000,Avtomat,Ön,Xeyr,14500
Bakı,Toyota,Prado,2008,Offroader / SUV,Ağ,167.0,Benzin,140000,Avtomat,Tam,Xeyr,32200
Bakı,Mercedes,E 200,2004,Sedan,Qara,184.0,Benzin,315000,Avtomat,Arxa,Xeyr,15600
Bakı,Volkswagen,Passat,2006,Sedan,Yaş Asfalt,150.0,Benzin,230000,Avtomat,Ön,Xeyr,11000
Bakı,Mercedes,GL 550,2008,Offroader / SUV,Qara,388.0,Benzin,174000,Avtomat,Tam,Xeyr,23000
Bakı,Hyundai,Sonata,2016,Sedan,Boz,178.0,Benzin,103642,Avtomat,Ön,Xeyr,25300
Qəbələ,Ford,Transit,2000,Yük maşını,Ağ,140.0,Dizel,317213,Mexaniki,Arxa,Xeyr,17300
Bakı,Opel,Astra,1999,Universal,Yaş Asfalt,101.0,Benzin,376440,Mexaniki,Ön,Xeyr,9000
Bakı,Chevrolet,Cruze,2016,Sedan,Qara,153.0,Benzin,126211,Avtomat,Ön,Xeyr,16500
Bakı,Tofas,Sahin,2005,Sedan,Qara,86.0,Benzin,95000,Mexaniki,Arxa,Xeyr,3900
Bakı,Toyota,Land Cruiser,2021,Offroader / SUV,Ağ,249.0,Benzin,0,Avtomat,Tam,Bəli,88500
Qəbələ,Mercedes,C 200,1995,Sedan,Qara,136.0,Benzin,380000,Avtomat,Arxa,Xeyr,8200
Bakı,BMW,525,1999,Sedan,Qara,193.0,Benzin,374500,Avtomat,Arxa,Xeyr,12000
Bakı,Kia,Sorento,2013,Offroader / SUV,Boz,184.0,Dizel,101000,Avtomat,Ön,Xeyr,33500
Bakı,Hyundai,i30,2008,Hetçbek / Liftbek,Ağ,143.0,Benzin,245000,Avtomat,Ön,Xeyr,13500
Bakı,BMW,328,2013,Sedan,Qara,252.0,Benzin,100000,Avtomat,Arxa,Xeyr,18900
Bakı,Chevrolet,Cruze,2015,Sedan,Gümüşü,141.0,Benzin,191435,Avtomat,Ön,Xeyr,15500
Sumqayıt,LADA (VAZ),Priora,2014,Hetçbek / Liftbek,Ağ,106.0,Benzin,73340,Mexaniki,Ön,Xeyr,13300
Bakı,Chevrolet,Cruze,2015,Sedan,Gümüşü,141.0,Benzin,191435,Avtomat,Ön,Xeyr,15500
Sumqayıt,LADA (VAZ),Priora,2014,Hetçbek / Liftbek,Ağ,106.0,Benzin,73340,Mexaniki,Ön,Xeyr,13300
Bakı,Mercedes,E 300,2012,Sedan,Ağ,231.0,Benzin,98000,Avtomat,Arxa,Xeyr,25300
Bakı,Mercedes,E 220,2006,Sedan,Qara,170.0,Dizel,263000,Avtomat,Arxa,Xeyr,22500
Mingəçevir,Opel,Zafira,1999,Minivan,Göy,101.0,Benzin,350000,Mexaniki,Ön,Xeyr,7500
Bakı,Chevrolet,Malibu,2020,Sedan,Qara,163.0,Benzin,7444,Avtomat,Ön,Xeyr,29500
Bakı,Ford,Fusion,2018,Sedan,Yaş Asfalt,181.0,Benzin,60000,Avtomat,Ön,Xeyr,24900
Bakı,Hyundai,Elantra,2009,Sedan,Ağ,122.0,Benzin,213000,Avtomat,Ön,Xeyr,16850
Bakı,Kia,Rio,2013,Sedan,Boz,123.0,Benzin,157716,Avtomat,Ön,Xeyr,15800
Sumqayıt,Chevrolet,Aveo,2012,Sedan,Ağ,86.0,Benzin,220000,Avtomat,Ön,Xeyr,10000
Bakı,LADA (VAZ),Niva,2019,Offroader / SUV,Ağ,80.0,Benzin,17000,Mexaniki,Tam,Xeyr,16800
Astara,Renault,Megane,2007,Universal,Göy,100.0,Dizel,230000,Mexaniki,Ön,Xeyr,8300
Bakı,Kia,Optima,2013,Sedan,Qırmızı,274.0,Benzin,192317,Avtomat,Ön,Xeyr,20500
Bakı,Hyundai,Accent,2019,Sedan,Yaş Asfalt,130.0,Benzin,53000,Avtomat,Ön,Xeyr,23000
Bakı,LADA (VAZ),Niva,2014,Offroader / SUV,Qara,80.0,Benzin,55000,Mexaniki,Tam,Xeyr,10700
Bakı,BMW,528,2013,Sedan,Qara,245.0,Benzin,115000,Avtomat,Arxa,Xeyr,21500
Bakı,Ford,Focus,2013,Hetçbek / Liftbek,Ağ,125.0,Benzin,200000,Robotlaşdırılmış,Ön,Xeyr,12900
Bakı,Jeep,Grand Cherokee,2001,Offroader / SUV,Qara,197.0,Benzin,172380,Avtomat,Tam,Xeyr,8700
Bakı,Nissan,X-Trail,2005,Offroader / SUV,Qara,170.0,Benzin,237000,Avtomat,Tam,Xeyr,15800
Bakı,Hyundai,Grandeur,2011,Sedan,Qara,180.0,Benzin,112000,Avtomat,Tam,Xeyr,28000
Gəncə,GAZ,31105,2006,Sedan,Göy,131.0,Benzin,197000,Mexaniki,Arxa,Xeyr,6400
Sumqayıt,LADA (VAZ),2109,1999,Sedan,Qəhvəyi,78.0,Benzin,45000,Mexaniki,Tam,Xeyr,4600
Bakı,Mercedes,E 240,1998,Sedan,Yaşıl,170.0,Benzin,318000,Avtomat,Arxa,Xeyr,11900
Bakı,Mercedes,E 240,1998,Sedan,Yaşıl,170.0,Benzin,318000,Avtomat,Arxa,Xeyr,11900
Bakı,BMW,528,2015,Sedan,Göy,245.0,Benzin,67000,Avtomat,Arxa,Xeyr,26000
Sumqayıt,LADA (VAZ),2106,1992,Sedan,Bej,65.0,Benzin,124090,Mexaniki,Arxa,Xeyr,4300
Bakı,Changan,Eado,2014,Hetçbek / Liftbek,Ağ,125.0,Benzin,162000,Avtomat,Ön,Xeyr,13700
Bakı,Hyundai,Elantra,2015,Sedan,Qara,150.0,Benzin,238827,Avtomat,Ön,Xeyr,20800
Bakı,BMW,530,2018,Sedan,Ağ,249.0,Benzin,41000,Avtomat,Arxa,Xeyr,46300
Bakı,Mercedes,Vito 115,2014,Van,Qara,163.0,Dizel,226000,Avtomat,Arxa,Xeyr,25500
Bakı,Volkswagen,Polo,2019,Sedan,Qara,105.0,Benzin,57000,Avtomat,Ön,Xeyr,23300
Bakı,BMW,320,2008,Sedan,Qara,184.0,Dizel,147000,Mexaniki,Arxa,Xeyr,18500
Bakı,Chevrolet,Camaro,2012,Kupe,Qırmızı,370.0,Benzin,52000,Avtomat,Arxa,Xeyr,37500
Bakı,Chevrolet,Aveo,2006,Sedan,Qırmızı,94.0,Benzin,182280,Avtomat,Ön,Xeyr,10300
Bakı,Nissan,Tiida,2012,Hetçbek / Liftbek,Gümüşü,109.0,Benzin,92000,Avtomat,Tam,Xeyr,14900
Bakı,Kia,Sorento,2015,Offroader / SUV,Ağ,184.0,Dizel,105000,Avtomat,Ön,Xeyr,44800
Bakı,Hyundai,Elantra,2012,Sedan,Göy,150.0,Benzin,88563,Avtomat,Ön,Xeyr,17600
Bakı,Mercedes,E 220,2000,Sedan,Gümüşü,143.0,Dizel,414000,Mexaniki,Arxa,Xeyr,11500
Bakı,Hyundai,Elantra,2018,Sedan,Qırmızı,132.0,Benzin,45000,Avtomat,Ön,Xeyr,22800
Bakı,Hyundai,Accent,2013,Sedan,Ağ,123.0,Benzin,143000,Avtomat,Ön,Xeyr,16000
Bakı,Maserati,Ghibli,2015,Sedan,Ağ,410.0,Benzin,84000,Avtomat,Tam,Xeyr,32800
Bakı,Mitsubishi,Lancer,2008,Sedan,Ağ,150.0,Benzin,295000,Avtomat,Ön,Xeyr,13500
Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Yaş Asfalt,274.0,Benzin,70006,Avtomat,Tam,Xeyr,32800
Bakı,Toyota,Camry,2009,Sedan,Qara,167.0,Benzin,173000,Avtomat,Ön,Xeyr,23300
Bakı,BMW,520,1991,Sedan,Tünd qırmızı,150.0,Benzin,225000,Avtomat,Arxa,Xeyr,6650
Bakı,BMW,520,1991,Sedan,Tünd qırmızı,150.0,Benzin,225000,Avtomat,Arxa,Xeyr,6650
Bakı,Land Rover,Discovery,2006,Offroader / SUV,Boz,190.0,Dizel,251000,Avtomat,Tam,Xeyr,23900
Bakı,Hyundai,Santa Fe,2015,Offroader / SUV,Qara,175.0,Benzin,108000,Avtomat,Tam,Xeyr,36900
Sumqayıt,Mercedes,S 500,1994,Sedan,Gümüşü,320.0,Benzin,185000,Avtomat,Arxa,Xeyr,14400
Gəncə,Mercedes,E 240,1999,Sedan,Gümüşü,170.0,Benzin,314100,Avtomat,Arxa,Xeyr,11600
Masallı,Opel,Astra,2000,Universal,Gümüşü,101.0,Benzin,230000,Mexaniki,Arxa,Xeyr,8500
Bakı,Ford,Fusion,2019,Sedan,Mavi,181.0,Benzin,68000,Avtomat,Ön,Xeyr,28800
Bakı,Opel,Astra,2009,Hetçbek / Liftbek,Yaş Asfalt,90.0,Benzin,197300,Mexaniki,Ön,Xeyr,13100
Bakı,Volkswagen,Passat,2002,Sedan,Gümüşü,150.0,Benzin,195000,Avtomat,Ön,Xeyr,4800
Bakı,Mercedes,190,1993,Sedan,Gümüşü,109.0,Benzin,324000,Avtomat,Arxa,Xeyr,7200
Zaqatala,Mercedes,E 240,1999,Sedan,Yaş Asfalt,170.0,Benzin,339961,Avtomat,Arxa,Xeyr,10800
Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,167.0,Benzin,189000,Avtomat,Tam,Xeyr,23300
Şamaxı,Daewoo,Gentra,2014,Sedan,Ağ,107.0,Benzin,172000,Mexaniki,Ön,Xeyr,9200
Bakı,Nissan,Sunny,2021,Sedan,Ağ,120.0,Benzin,0,Avtomat,Ön,Bəli,32900
Bakı,Opel,Astra,2007,Universal,Gümüşü,90.0,Dizel,206000,Mexaniki,Ön,Xeyr,12000
Bakı,Nissan,X-Trail,2021,Offroader / SUV,Ağ,150.0,Benzin,0,Avtomat,Ön,Bəli,27900
Beyləqan,Toyota,Camry,2009,Sedan,Ağ,167.0,Benzin,248601,Avtomat,Ön,Xeyr,20500
Bakı,Nissan,X-Trail,2021,Universal,Boz,144.0,Benzin,0,Avtomat,Ön,Bəli,27900
Bakı,Mercedes,E 240,1997,Sedan,Göy,170.0,Benzin,290000,Avtomat,Arxa,Xeyr,11000
Bakı,Nissan,X-Trail,2021,Offroader / SUV,Göy,150.0,Benzin,0,Avtomat,Ön,Bəli,50990
Bərdə,LADA (VAZ),2106,2000,Sedan,Qırmızı,75.0,Benzin,90000,Mexaniki,Arxa,Xeyr,7800
Bakı,Nissan,Patrol,2021,Offroader / SUV,Qara,300.0,Benzin,0,Avtomat,Tam,Bəli,98900
Bakı,Ford,Mustang,2017,Kupe,Qara,317.0,Benzin,50000,Avtomat,Arxa,Xeyr,27500
Bakı,Opel,Astra,2008,Universal,Gümüşü,90.0,Benzin,137000,Mexaniki,Ön,Xeyr,12300
Bakı,Hyundai,Santa Fe,2006,Offroader / SUV,Tünd qırmızı,175.0,Benzin,180000,Avtomat,Tam,Xeyr,16500
Bakı,Hyundai,i30,2009,Hetçbek / Liftbek,Gümüşü,116.0,Dizel,242000,Mexaniki,Ön,Xeyr,14500
Bakı,Mercedes,C 230,2000,Sedan,Qara,193.0,Benzin,167000,Avtomat,Arxa,Xeyr,12500
Sumqayıt,Land Rover,Range Rover,2005,Offroader / SUV,Qara,286.0,Benzin,285000,Avtomat,Tam,Xeyr,28500
Bakı,Mercedes,C 200,2000,Sedan,Bənövşəyi,163.0,Benzin,363523,Avtomat,Arxa,Xeyr,11500
Bakı,Hyundai,i30,2011,Hetçbek / Liftbek,Yaş Asfalt,128.0,Dizel,37000,Mexaniki,Ön,Xeyr,17300
Bakı,Great Wall,Wingle,2021,Pikap,Ağ,150.0,Dizel,0,Mexaniki,Tam,Bəli,23470
Bakı,Haval,H6,2021,Offroader / SUV,Göy,204.0,Benzin,0,Avtomat,Tam,Bəli,28200
Bakı,Haval,Jolion,2021,Offroader / SUV,Gümüşü,143.0,Benzin,0,Avtomat,Ön,Bəli,24100
Bakı,Haval,H9,2021,Offroader / SUV,Gümüşü,218.0,Benzin,0,Avtomat,Tam,Bəli,39990
Bakı,Volkswagen,Polo,2021,Sedan,Yaş Asfalt,110.0,Benzin,0,Avtomat,Ön,Bəli,19940
Bakı,Toyota,Corolla,2021,Sedan,Ağ,122.0,Benzin,0,Avtomat,Ön,Bəli,24900
Bakı,Toyota,C-HR,2021,Offroader / SUV,Boz,148.0,Benzin,0,Avtomat,Ön,Bəli,31900
Bakı,Mercedes,ML 350,2006,Offroader / SUV,Ağ,272.0,Benzin,267000,Avtomat,Tam,Xeyr,19900
Bakı,Mitsubishi,Pajero,2003,Offroader / SUV,Ağ,190.0,Benzin,120000,Mexaniki,Tam,Xeyr,13200
Bakı,Opel,Astra,2007,Hetçbek / Liftbek,Gümüşü,90.0,Dizel,198000,Mexaniki,Ön,Xeyr,11200
Bakı,Hyundai,Sonata,2007,Sedan,Ağ,178.0,Benzin,240491,Avtomat,Ön,Xeyr,15300
Bakı,Kia,Rio,2007,Hetçbek / Liftbek,Qara,97.0,Benzin,152772,Mexaniki,Ön,Xeyr,11000
Sumqayıt,Opel,Astra,2000,Hetçbek / Liftbek,Gümüşü,101.0,Benzin,198741,Mexaniki,Ön,Xeyr,8350
Kürdəmir,Mitsubishi,Airtrek,2003,Offroader / SUV,Boz,140.0,Benzin,270000,Avtomat,Tam,Xeyr,10800
Sumqayıt,Nissan,X-Trail,2006,Offroader / SUV,Boz,170.0,Benzin,306000,Avtomat,Tam,Xeyr,17500
Bakı,Mercedes,E 200,1991,Sedan,Göy,75.0,Dizel,200000,Mexaniki,Arxa,Xeyr,5550
Sumqayıt,Mitsubishi,Pajero,1995,Offroader / SUV,Gümüşü,150.0,Dizel,320000,Avtomat,Tam,Xeyr,11500
Bakı,Mercedes,E 200,1991,Sedan,Göy,75.0,Dizel,200000,Mexaniki,Arxa,Xeyr,5550
Sumqayıt,Mitsubishi,Pajero,1995,Offroader / SUV,Gümüşü,150.0,Dizel,320000,Avtomat,Tam,Xeyr,11500
Sumqayıt,Toyota,Prius,2007,Hetçbek / Liftbek,Yaş Asfalt,76.0,Hibrid,156000,Avtomat,Ön,Xeyr,13500
Sumqayıt,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,156.0,Dizel,250000,Avtomat,Tam,Xeyr,22200
Sumqayıt,Mercedes,E 280,2000,Sedan,Göy,192.0,Benzin,327000,Avtomat,Arxa,Xeyr,14500
Bakı,LADA (VAZ),2107,2006,Sedan,Tünd qırmızı,65.0,Benzin,98000,Mexaniki,Arxa,Xeyr,6000
Bakı,Hyundai,ix35,2013,Offroader / SUV,Ağ,163.0,Benzin,135000,Avtomat,Tam,Xeyr,26500
Sumqayıt,Toyota,Prado,2005,Offroader / SUV,Gümüşü,163.0,Dizel,375000,Mexaniki,Tam,Xeyr,29500
Bakı,Lexus,NX 200t,2017,Offroader / SUV,Boz,238.0,Benzin,35800,Avtomat,Tam,Xeyr,29000
Bakı,Mercedes,C 300,2015,Sedan,Ağ,252.0,Benzin,57500,Avtomat,Arxa,Xeyr,23700
Sumqayıt,Nissan,X-Trail,2004,Offroader / SUV,Boz,140.0,Benzin,268000,Avtomat,Tam,Xeyr,13300
Bakı,Audi,S5,2014,Sedan,Göy,333.0,Benzin,141000,Avtomat,Tam,Xeyr,25000
Sumqayıt,Mercedes,C 240,1997,Sedan,Qara,170.0,Benzin,389000,Avtomat,Arxa,Xeyr,11000
Sumqayıt,Kia,Rio,2009,Hetçbek / Liftbek,Qara,97.0,Benzin,109000,Mexaniki,Ön,Xeyr,11800
Bakı,Hyundai,Accent,2015,Sedan,Ağ,123.0,Benzin,74000,Avtomat,Ön,Xeyr,16700
Bakı,BMW,X5,2006,Offroader / SUV,Qara,367.0,Benzin,68000,Avtomat,Tam,Xeyr,25555
Sumqayıt,BMW,X5,2006,Offroader / SUV,Göy,320.0,Benzin,258900,Avtomat,Tam,Xeyr,23300
Bakı,BMW,528,2014,Sedan,Qara,245.0,Benzin,169000,Avtomat,Tam,Xeyr,22000
Bakı,Ford,Transit,2002,Furqon,Ağ,140.0,Dizel,355000,Mexaniki,Arxa,Xeyr,21000
Gəncə,Chevrolet,Cruze,2014,Sedan,Gümüşü,141.0,Benzin,173000,Avtomat,Ön,Xeyr,13700
Sumqayıt,Mercedes,E 220,2004,Sedan,Göy,150.0,Dizel,274300,Avtomat,Arxa,Xeyr,17800
Bakı,Renault,Megane,2006,Universal,Göy,105.0,Dizel,282088,Mexaniki,Ön,Xeyr,10400
Sumqayıt,LADA (VAZ),2107,2010,Sedan,Qara,75.0,Benzin,198000,Mexaniki,Arxa,Xeyr,7700
Sumqayıt,Toyota,Prado,2012,Offroader / SUV,Ağ,167.0,Benzin,163000,Avtomat,Tam,Xeyr,44500
Sumqayıt,Toyota,Prado,2012,Offroader / SUV,Ağ,167.0,Benzin,163000,Avtomat,Tam,Xeyr,44500
Bakı,BMW,525,2007,Sedan,Qara,218.0,Benzin,260000,Avtomat,Arxa,Xeyr,19900
Bakı,LADA (VAZ),2106,2003,Sedan,Ağ,75.0,Benzin,124355,Mexaniki,Arxa,Xeyr,4950
Sumqayıt,Toyota,Land Cruiser,2011,Offroader / SUV,Ağ,243.0,Benzin,93700,Avtomat,Tam,Xeyr,35500
Bakı,Mercedes,C 250,2013,Sedan,Ağ,204.0,Benzin,89000,Avtomat,Tam,Xeyr,18400
Bakı,Kia,Ceed,2010,Universal,Qara,115.0,Dizel,15200,Mexaniki,Ön,Xeyr,15200
Bakı,Tofas,Sahin,2004,Sedan,Qara,86.0,Benzin,165774,Mexaniki,Arxa,Xeyr,5600
Bakı,Kia,Cadenza,2015,Sedan,Göy,290.0,Benzin,95300,Avtomat,Ön,Xeyr,42300
Bakı,Opel,Astra,2005,Hetçbek / Liftbek,Ağ,90.0,Benzin,178000,Mexaniki,Ön,Xeyr,11000
Bakı,MG,350,2012,Sedan,Qara,106.0,Benzin,141000,Avtomat,Ön,Xeyr,10200
Bakı,Kia,Rio,2014,Sedan,Qara,122.0,Benzin,122310,Avtomat,Ön,Xeyr,16900
Bakı,Ford,Tourneo Connect,2005,Furqon,Qırmızı,90.0,Dizel,220966,Mexaniki,Ön,Xeyr,9200
Gəncə,Mercedes,C 180,1998,Sedan,Gümüşü,122.0,Benzin,239380,Avtomat,Arxa,Xeyr,11800
Bakı,Mercedes,B 200,2007,Hetçbek / Liftbek,Qara,163.0,Benzin,313000,Avtomat,Ön,Xeyr,12400
Tərtər,Chevrolet,Cruze,2012,Sedan,Gümüşü,141.0,Benzin,180000,Avtomat,Ön,Xeyr,13800
İsmayıllı,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,80.0,Benzin,156555,Mexaniki,Tam,Xeyr,10350
Bakı,Khazar,LX,2020,Sedan,Ağ,113.0,Qaz,120000,Mexaniki,Ön,Xeyr,13000
Ucar,Mercedes,190,1991,Sedan,Gümüşü,109.0,Benzin,222222,Avtomat,Arxa,Xeyr,5000
Bakı,Nissan,Maxima,2003,Sedan,Yaş Asfalt,200.0,Benzin,330220,Avtomat,Ön,Xeyr,9500
Lənkəran,Hyundai,Sonata,2004,Sedan,Qara,178.0,Benzin,218000,Avtomat,Ön,Xeyr,8800
Bakı,Mercedes,C 180,1997,Sedan,Göy,122.0,Benzin,320000,Avtomat,Arxa,Xeyr,9000
Gəncə,Mercedes,C 200,1998,Sedan,Gümüşü,136.0,Benzin,223000,Avtomat,Arxa,Xeyr,13800
Bakı,BMW,318,2003,Sedan,Qara,143.0,Benzin,345680,Avtomat,Arxa,Xeyr,11200
Göygöl,Kia,Rio,2006,Hetçbek / Liftbek,Gümüşü,110.0,Dizel,210000,Mexaniki,Ön,Xeyr,11500
Bakı,BMW,318,2003,Sedan,Qara,143.0,Benzin,345680,Avtomat,Arxa,Xeyr,11200
Göygöl,Kia,Rio,2006,Hetçbek / Liftbek,Gümüşü,110.0,Dizel,210000,Mexaniki,Ön,Xeyr,11500
Bakı,Chevrolet,Cruze,2014,Sedan,Ağ,141.0,Benzin,180247,Avtomat,Ön,Xeyr,14600
Bakı,Toyota,Prius,2007,Hetçbek / Liftbek,Qara,76.0,Benzin,105000,Avtomat,Ön,Xeyr,14200
Qazax,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,150.0,Benzin,118,Avtomat,Tam,Xeyr,31800
Bakı,BMW,520,1996,Sedan,Boz,150.0,Benzin,378849,Avtomat,Arxa,Xeyr,8500
Bakı,Renault,Megane,2007,Universal,Ağ,105.0,Dizel,180000,Mexaniki,Ön,Xeyr,11000
Lənkəran,Toyota,Camry,2021,Sedan,Qara,200.0,Benzin,0,Avtomat,Ön,Bəli,36800
Bakı,BMW,X5,2017,Offroader / SUV,Boz,306.0,Benzin,84000,Robotlaşdırılmış,Tam,Xeyr,45500
Lənkəran,Mitsubishi,Pajero Sport,2021,Offroader / SUV,Boz,219.0,Benzin,0,Avtomat,Tam,Bəli,42900
Bakı,Fiat,Doblo,2003,Furqon,Gümüşü,101.0,Dizel,238000,Mexaniki,Ön,Xeyr,6700
Bakı,BMW,750,2011,Sedan,Boz,407.0,Benzin,123000,Avtomat,Arxa,Xeyr,23500
Bakı,Mercedes,E 320,1999,Sedan,Qara,224.0,Benzin,378000,Avtomat,Arxa,Xeyr,14500
