City,Brand,Model,Year,Body,Color,Engine_Power,Fuel_Type,Mileage,Gearbox,Transmission,New,Price
Bakı,Hyundai,ix35,2014,Offroader / SUV,Qara,178.0,Benzin,94000,Avtomat,Tam,Xeyr,29500
Bakı,Opel,Astra,1998,Universal,Ağ,82.0,Dizel,396000,Mexaniki,Ön,Xeyr,7900
Bakı,Lexus,GX 470,2004,Offroader / SUV,Qara,238.0,Benzin,120105,Avtomat,Tam,Xeyr,23000
Bakı,Mercedes,S 500,2014,Sedan,Ağ,455.0,Benzin,78000,Avtomat,Arxa,Xeyr,68800
Bakı,Opel,Astra,1998,Universal,Gümüşü,106.0,Benzin,374300,Mexaniki,Ön,Xeyr,8600
Bakı,Ford,Fusion,2017,Sedan,Qara,181.0,Benzin,89500,Avtomat,Ön,Xeyr,26200
Bakı,Opel,Astra,2009,Hetçbek / Liftbek,Gümüşü,90.0,Benzin,262000,Mexaniki,Ön,Xeyr,12200
Bakı,Hyundai,Grandeur,2013,Sedan,Ağ,270.0,Benzin,209400,Avtomat,Ön,Xeyr,31000
Bakı,Toyota,Prius,2011,Sedan,Ağ,76.0,Hibrid,318650,Avtomat,Ön,Xeyr,18000
Bakı,Opel,Vectra,1999,Sedan,Gümüşü,116.0,Benzin,345000,Avtomat,Ön,Xeyr,7700
Bakı,Toyota,Prado,2009,Offroader / SUV,Qara,167.0,Benzin,150000,Avtomat,Tam,Xeyr,32000
Bakı,Hyundai,Accent,2012,Sedan,Ağ,128.0,Dizel,90000,Avtomat,Ön,Xeyr,17000
Bakı,Toyota,Corolla,2012,Sedan,Yaş Asfalt,136.0,Benzin,112000,Avtomat,Ön,Xeyr,20300
Bakı,Ford,Fusion,2015,Sedan,Qara,181.0,Benzin,128506,Avtomat,Ön,Xeyr,19500
Bakı,Mercedes,E 200,2014,Sedan,Ağ,184.0,Benzin,123000,Avtomat,Arxa,Xeyr,25800
Gədəbəy,LADA (VAZ),Niva,2013,Offroader / SUV,Ağ,80.0,Benzin,160000,Mexaniki,Tam,Xeyr,10500
Bakı,Mercedes,C 180,1995,Sedan,Gümüşü,122.0,Benzin,350000,Avtomat,Arxa,Xeyr,8700
Bakı,Audi,Q7,2008,Offroader / SUV,Ağ,350.0,Benzin,95200,Avtomat,Tam,Xeyr,28000
Bakı,Nissan,Kicks,2020,Offroader / SUV,Yaş Asfalt,125.0,Benzin,3800,Avtomat,Ön,Xeyr,29900
Gəncə,Mercedes,C 200,1995,Sedan,Qara,136.0,Benzin,258000,Mexaniki,Arxa,Xeyr,8500
Naxçıvan,Toyota,Corolla,2007,Sedan,Qara,110.0,Benzin,246000,Avtomat,Tam,Xeyr,15500
Sabirabad,Mercedes,S 350,2011,Sedan,Qara,306.0,Benzin,125000,Avtomat,Arxa,Xeyr,34000
Zaqatala,Mercedes,E 240,2000,Sedan,Tünd qırmızı,170.0,Benzin,320000,Avtomat,Ön,Xeyr,15900
Bakı,Ford,Ranger,2020,Pikap,Boz,200.0,Dizel,18652,Avtomat,Tam,Xeyr,85000
Bakı,Iran Khodro,Runna,2014,Sedan,Qara,110.0,Benzin,72458,Mexaniki,Ön,Xeyr,12500
Bakı,Toyota,Camry,2018,Sedan,Göy,203.0,Benzin,105389,Avtomat,Ön,Xeyr,23500
Gəncə,Opel,Astra,2006,Hetçbek / Liftbek,Qızılı,90.0,Benzin,195000,Mexaniki,Ön,Xeyr,11000
Gəncə,Opel,Astra,2006,Hetçbek / Liftbek,Qızılı,90.0,Benzin,195000,Mexaniki,Ön,Xeyr,11000
Tovuz,BMW,523,1997,Sedan,Gümüşü,170.0,Benzin,302000,Avtomat,Arxa,Xeyr,8500
Gəncə,LADA (VAZ),2106,1999,Sedan,Bənövşəyi,65.0,Benzin,150000,Mexaniki,Arxa,Xeyr,4500
Bakı,Hyundai,i30,2008,Hetçbek / Liftbek,Göy,116.0,Dizel,170000,Avtomat,Tam,Xeyr,15200
Bakı,Mazda,CX-9,2021,Offroader / SUV,Ağ,231.0,Benzin,0,Avtomat,Tam,Bəli,54900
Bakı,Mazda,6,2021,Sedan,Qəhvəyi,194.0,Benzin,0,Avtomat,Ön,Bəli,37500
Şamaxı,Daewoo,Gentra,2014,Sedan,Ağ,107.0,Benzin,170000,Mexaniki,Ön,Xeyr,9200
Bakı,Mazda,CX-5,2021,Offroader / SUV,Yaş Asfalt,150.0,Benzin,0,Avtomat,Tam,Bəli,36900
Bakı,LADA (VAZ),2107,2008,Sedan,Ağ,75.0,Benzin,111111,Mexaniki,Arxa,Xeyr,8000
Bakı,Hyundai,Veracruz,2008,Offroader / SUV,Qara,240.0,Dizel,198000,Avtomat,Tam,Xeyr,25500
Sumqayıt,Opel,Astra,1998,Universal,Tünd qırmızı,136.0,Benzin,240045,Avtomat,Ön,Xeyr,6500
Qazax,Mercedes,190,1991,Sedan,Gümüşü,109.0,Benzin,155000,Mexaniki,Arxa,Xeyr,3600
Bakı,Hyundai,Sonata,2016,Sedan,Gümüşü,178.0,Benzin,67000,Avtomat,Ön,Xeyr,26400
Sumqayıt,Ford,Fusion,2014,Sedan,Qara,165.0,Benzin,133000,Avtomat,Ön,Xeyr,22500
Bakı,LADA (VAZ),Niva,2007,Offroader / SUV,Ağ,80.0,Benzin,190000,Mexaniki,Tam,Xeyr,7450
Bakı,Land Rover,Discovery,2016,Offroader / SUV,Qara,340.0,Benzin,92000,Avtomat,Tam,Xeyr,46500
Bakı,Opel,Zafira,2001,Minivan,Ağ,147.0,Benzin,271542,Avtomat,Ön,Xeyr,8000
Bakı,Mitsubishi,L 200,2008,Pikap,Ağ,136.0,Dizel,332000,Mexaniki,Tam,Xeyr,18800
Bakı,Hyundai,Elantra,2012,Sedan,Göy,150.0,Benzin,225535,Avtomat,Ön,Xeyr,14440
Astara,Mercedes,E 200,2001,Sedan,Göy,136.0,Benzin,200900,Avtomat,Arxa,Xeyr,14200
Sumqayıt,Mercedes,C 180,1996,Sedan,Göy,122.0,Benzin,532000,Mexaniki,Arxa,Xeyr,10200
Xırdalan,Toyota,Corolla,2008,Sedan,Yaş Asfalt,97.0,Dizel,178641,Mexaniki,Ön,Xeyr,15850
Bakı,Mercedes,E 230,1991,Sedan,Bej,132.0,Benzin,357000,Avtomat,Arxa,Xeyr,6500
Bakı,Toyota,Prado,2007,Offroader / SUV,Ağ,163.0,Benzin,220000,Avtomat,Tam,Xeyr,27500
Sumqayıt,Geely,Coolray,2020,Offroader / SUV,Ağ,177.0,Benzin,10300,Avtomat,Ön,Xeyr,35500
Sumqayıt,LADA (VAZ),Priora,2011,Hetçbek / Liftbek,Qara,98.0,Benzin,199000,Mexaniki,Ön,Xeyr,9300
Bakı,Mercedes,C 180,1998,Sedan,Qara,122.0,Benzin,228000,Avtomat,Arxa,Xeyr,12900
Sumqayıt,Toyota,Land Cruiser,1997,Offroader / SUV,Ağ,135.0,Dizel,134000,Mexaniki,Tam,Xeyr,16500
Bakı,Opel,Astra,2007,Hetçbek / Liftbek,Qara,90.0,Dizel,215000,Mexaniki,Ön,Xeyr,9000
Şirvan,Opel,Astra,2000,Universal,Gümüşü,116.0,Benzin,160000,Avtomat,Ön,Xeyr,9000
Bakı,Toyota,RAV 4,2019,Offroader / SUV,Yaş Asfalt,175.0,Benzin,99800,Avtomat,Ön,Xeyr,30500
Bakı,Opel,Astra,1996,Universal,Yaşıl,125.0,Benzin,330000,Mexaniki,Ön,Xeyr,4900
Sumqayıt,Chevrolet,Cruze,2015,Sedan,Gümüşü,141.0,Benzin,181000,Avtomat,Ön,Xeyr,15300
Sumqayıt,LADA (VAZ),Priora,2012,Universal,Göy,98.0,Benzin,234000,Mexaniki,Ön,Xeyr,10800
Bakı,Volkswagen,Touareg,2005,Offroader / SUV,Qara,241.0,Benzin,312114,Avtomat,Tam,Xeyr,14500
Bakı,Hyundai,Elantra,2017,Sedan,Yaş Asfalt,150.0,Benzin,112578,Avtomat,Ön,Xeyr,22500
Bakı,Hyundai,Elantra,2015,Sedan,Qara,150.0,Benzin,95000,Avtomat,Ön,Xeyr,20800
Sumqayıt,Chevrolet,Cruze,2010,Sedan,Yaş Asfalt,141.0,Benzin,160798,Avtomat,Ön,Xeyr,13500
Şəki,LADA (VAZ),2107,2000,Sedan,Qırmızı,75.0,Benzin,133940,Mexaniki,Arxa,Xeyr,5200
Lənkəran,LADA (VAZ),Priora,2009,Hetçbek / Liftbek,Qara,106.0,Benzin,190000,Mexaniki,Ön,Xeyr,10800
Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,167.0,Benzin,169000,Avtomat,Tam,Xeyr,32000
Bakı,Kia,Rio,2005,Hetçbek / Liftbek,Qırmızı,110.0,Dizel,183500,Mexaniki,Ön,Xeyr,10500
Bakı,Mercedes,E 200,2012,Sedan,Qara,170.0,Dizel,202000,Avtomat,Arxa,Xeyr,36000
Bakı,Chevrolet,Cruze,2012,Sedan,Ağ,141.0,Benzin,319000,Avtomat,Ön,Xeyr,12900
Sumqayıt,Ford,Transit,1999,Furqon,Ağ,76.0,Dizel,436000,Mexaniki,Arxa,Xeyr,14500
Bakı,Ford,Focus,2006,Sedan,Boz,100.0,Benzin,265869,Avtomat,Ön,Xeyr,10300
Sumqayıt,Hyundai,Sonata,2007,Sedan,Ağ,178.0,Benzin,301000,Avtomat,Ön,Xeyr,13500
Sumqayıt,Mercedes,E 220,1994,Sedan,Gümüşü,150.0,Benzin,399000,Avtomat,Arxa,Xeyr,13500
Bakı,Mercedes,C 250,2012,Sedan,Ağ,204.0,Benzin,125000,Avtomat,Arxa,Xeyr,25500
Şəmkir,GAZ,24,1987,Sedan,Ağ,100.0,Benzin,26000,Mexaniki,Arxa,Xeyr,4600
Bakı,BMW,328,2015,Sedan,Ağ,245.0,Benzin,81844,Avtomat,Arxa,Xeyr,22000
Qusar,Kia,Sorento,2002,Offroader / SUV,Ağ,140.0,Dizel,213000,Avtomat,Tam,Xeyr,13800
Bakı,Opel,Corsa,2010,Hetçbek / Liftbek,Boz,90.0,Dizel,147000,Mexaniki,Ön,Xeyr,11300
Sumqayıt,BMW,X5,2006,Offroader / SUV,Qara,355.0,Benzin,349000,Avtomat,Tam,Xeyr,24500
Gəncə,Mercedes,C 180,1997,Sedan,Qara,122.0,Benzin,240500,Avtomat,Arxa,Xeyr,10200
Göygöl,LADA (VAZ),Priora,2014,Sedan,Ağ,106.0,Benzin,188000,Mexaniki,Ön,Xeyr,12700
Sumqayıt,Kia,Sorento,2012,Offroader / SUV,Gümüşü,150.0,Dizel,39500,Avtomat,Tam,Xeyr,35500
Bakı,Kia,Sportage,2006,Offroader / SUV,Gümüşü,141.0,Dizel,217000,Avtomat,Ön,Xeyr,14500
Gəncə,Toyota,Land Cruiser,2008,Offroader / SUV,Ağ,288.0,Benzin,170939,Avtomat,Tam,Xeyr,36000
Göyçay,LADA (VAZ),2106,2000,Sedan,Ağ,75.0,Benzin,88000,Mexaniki,Arxa,Xeyr,7900
Bakı,Audi,A4,2010,Sedan,Qara,211.0,Benzin,181479,Avtomat,Ön,Xeyr,20500
Bakı,Mercedes,E 240,1998,Sedan,Qara,170.0,Benzin,277237,Avtomat,Arxa,Xeyr,12700
Sumqayıt,Mercedes,Vito 111,2009,Minivan,Ağ,116.0,Dizel,365000,Mexaniki,Arxa,Xeyr,27500
Mingəçevir,Hyundai,Azera,2013,Sedan,Qara,180.0,Benzin,174420,Avtomat,Ön,Xeyr,27500
Bakı,Mercedes,E 240,1998,Sedan,Yaşıl,170.0,Benzin,342000,Avtomat,Arxa,Xeyr,10900
Sumqayıt,Mitsubishi,Pajero io,2003,Offroader / SUV,Qara,136.0,Benzin,152000,Avtomat,Tam,Xeyr,11500
Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,75.0,Benzin,180000,Mexaniki,Arxa,Xeyr,5500
Sumqayıt,LADA (VAZ),2109,1990,Hetçbek / Liftbek,Qəhvəyi,75.0,Benzin,53728,Mexaniki,Ön,Xeyr,4000
Bakı,Land Rover,RR Sport,2019,Offroader / SUV,Qara,340.0,Benzin,33000,Avtomat,Tam,Xeyr,94300
Bakı,Chevrolet,Spark,2015,Hetçbek / Liftbek,Ağ,100.0,Benzin,139500,Avtomat,Ön,Xeyr,14500
Şəmkir,LADA (VAZ),2114,2011,Sedan,Qara,80.0,Benzin,157000,Mexaniki,Ön,Xeyr,7500
Bakı,Hyundai,i30,2010,Hetçbek / Liftbek,Göy,110.0,Dizel,159035,Avtomat,Ön,Xeyr,16700
Bakı,Land Rover,Discovery,2010,Offroader / SUV,Ağ,272.0,Benzin,120000,Avtomat,Tam,Xeyr,24000
Bakı,Ford,Transit,2009,Furqon,Ağ,110.0,Dizel,178000,Mexaniki,Ön,Xeyr,21500
Şəmkir,LADA (VAZ),2107,2001,Sedan,Ağ,75.0,Benzin,200000,Mexaniki,Arxa,Xeyr,3700
Bakı,Ford,Transit,2007,Furqon,Ağ,140.0,Dizel,147000,Mexaniki,Arxa,Xeyr,22200
Astara,LADA (VAZ),Niva,1987,Offroader / SUV,Yaşıl,75.0,Benzin,250000,Mexaniki,Tam,Xeyr,3200
Yevlax,LADA (VAZ),2115,2011,Sedan,Yaş Asfalt,80.0,Benzin,241000,Mexaniki,Ön,Xeyr,7500
Bakı,Nissan,X-Trail,2009,Offroader / SUV,Ağ,170.0,Benzin,228560,Avtomat,Tam,Xeyr,16800
Bakı,Ford,Transit,2008,Furqon,Gümüşü,140.0,Dizel,184000,Mexaniki,Ön,Xeyr,21200
Bakı,Mercedes,E 240,2001,Sedan,Yaş Asfalt,170.0,Benzin,218460,Avtomat,Arxa,Xeyr,16500
Bakı,Opel,Astra,2003,Hetçbek / Liftbek,Qara,150.0,Benzin,346000,Avtomat,Ön,Xeyr,8800
Sumqayıt,Opel,Vectra,1996,Sedan,Gümüşü,136.0,Benzin,454000,Mexaniki,Ön,Xeyr,5600
Bakı,Toyota,Prius,2007,Hetçbek / Liftbek,Gümüşü,76.0,Hibrid,174000,Avtomat,Ön,Xeyr,13850
Bakı,LADA (VAZ),2106,1986,Sedan,Sarı,75.0,Benzin,555999,Mexaniki,Arxa,Xeyr,4800
Bakı,BMW,325,2008,Sedan,Qara,218.0,Benzin,250000,Avtomat,Arxa,Xeyr,17000
Şirvan,Opel,Astra,1998,Hetçbek / Liftbek,Göy,101.0,Benzin,11111,Mexaniki,Arxa,Xeyr,7300
Xırdalan,Mercedes,C 200,1998,Sedan,Göy,136.0,Benzin,429000,Avtomat,Arxa,Xeyr,11000
Goranboy,Ford,Focus,2013,Sedan,Ağ,125.0,Benzin,154000,Robotlaşdırılmış,Ön,Xeyr,15500
Bakı,Mercedes,E 230,1997,Sedan,Gümüşü,150.0,Benzin,211700,Avtomat,Arxa,Xeyr,10400
Bakı,Volkswagen,Golf,1995,Hetçbek / Liftbek,Qara,115.0,Benzin,369874,Mexaniki,Ön,Xeyr,4300
Bakı,Ford,Transit,2000,Furqon,Sarı,120.0,Dizel,300000,Mexaniki,Arxa,Xeyr,21800
Bakı,Chevrolet,Cruze,2015,Sedan,Tünd qırmızı,141.0,Benzin,162544,Avtomat,Ön,Xeyr,15400
Bakı,Toyota,Prado,2009,Offroader / SUV,Ağ,167.0,Benzin,100234,Avtomat,Arxa,Xeyr,24000
Bakı,Mitsubishi,Pajero,1992,Offroader / SUV,Göy,99.0,Dizel,445000,Avtomat,Tam,Xeyr,7950
Bakı,Kia,Optima,2013,Sedan,Ağ,274.0,Benzin,193000,Avtomat,Ön,Xeyr,22800
Sumqayıt,SEAT,Leon,2012,Hetçbek / Liftbek,Qara,105.0,Benzin,169000,Avtomat,Ön,Xeyr,12900
Bakı,BMW,528,2010,Sedan,Ağ,258.0,Benzin,137000,Avtomat,Arxa,Xeyr,18900
Gəncə,Hyundai,Sonata,2008,Sedan,Ağ,165.0,Benzin,186000,Avtomat,Ön,Xeyr,17300
Sumqayıt,Mercedes,C 230,1999,Sedan,Qara,170.0,Benzin,278532,Avtomat,Arxa,Xeyr,10700
Bakı,Mercedes,C 220,1995,Sedan,Boz,146.0,Benzin,300000,Avtomat,Ön,Xeyr,9600
Qəbələ,LADA (VAZ),21099,2000,Sedan,Bənövşəyi,70.0,Benzin,157000,Mexaniki,Ön,Xeyr,5700
Bakı,Mercedes,308 D,1997,Yük maşını,Sarı,150.0,Dizel,485000,Mexaniki,Arxa,Xeyr,18000
Bakı,Opel,Astra,2005,Universal,Gümüşü,90.0,Benzin,196000,Mexaniki,Ön,Xeyr,10900
Sumqayıt,Chevrolet,Cruze,2013,Sedan,Göy,141.0,Benzin,190000,Avtomat,Tam,Xeyr,13800
Bakı,Honda,Insight,2010,Hetçbek / Liftbek,Gümüşü,88.0,Benzin,250000,Avtomat,Arxa,Xeyr,13800
Bakı,Kia,Cerato,2015,Sedan,Qara,170.0,Benzin,110562,Avtomat,Ön,Xeyr,18900
Gəncə,Mercedes,C 230,1998,Sedan,Gümüşü,193.0,Benzin,299871,Avtomat,Arxa,Xeyr,11000
Xırdalan,Opel,Frontera,1992,Offroader / SUV,Gümüşü,80.0,Benzin,211269,Mexaniki,Arxa,Xeyr,3350
Bakı,Mercedes,Vito 115,2010,Mikroavtobus,Qara,150.0,Dizel,352000,Avtomat,Arxa,Xeyr,28500
Bakı,Mercedes,C 230,1999,Sedan,Qara,193.0,Benzin,192000,Avtomat,Arxa,Xeyr,11000
Bakı,Kia,Ceed,2008,Hetçbek / Liftbek,Göy,116.0,Benzin,231000,Avtomat,Ön,Xeyr,13000
Bakı,Mercedes,C 250,2008,Sedan,Ağ,204.0,Benzin,155000,Avtomat,Arxa,Xeyr,25500
Bakı,Mercedes,S 400,2014,Sedan,Qara,333.0,Hibrid,130000,Avtomat,Tam,Xeyr,58900
Sumqayıt,Hyundai,Elantra,2011,Sedan,Qırmızı,150.0,Benzin,147000,Avtomat,Ön,Xeyr,17900
Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,280.0,Benzin,247800,Avtomat,Tam,Xeyr,25200
Bakı,Porsche,Panamera GTS,2012,Hetçbek / Liftbek,Qara,440.0,Benzin,162000,Avtomat,Tam,Xeyr,34000
Bakı,Mercedes,E 200,1999,Sedan,Gümüşü,163.0,Benzin,550000,Avtomat,Tam,Xeyr,12800
Sumqayıt,Hyundai,Sonata,2011,Sedan,Yaş Asfalt,274.0,Benzin,103000,Avtomat,Ön,Xeyr,19900
Sumqayıt,Mercedes,ML 350,2013,Offroader / SUV,Qara,272.0,Benzin,117000,Avtomat,Tam,Xeyr,34900
Bakı,Mercedes,C 200,2019,Sedan,Ağ,184.0,Benzin,29982,Avtomat,Arxa,Xeyr,47500
Bakı,LADA (VAZ),Niva,2021,Offroader / SUV,Boz,83.0,Benzin,0,Mexaniki,Tam,Bəli,16900
Sumqayıt,Chevrolet,Malibu,2016,Sedan,Ağ,163.0,Benzin,69500,Avtomat,Ön,Xeyr,22500
Bakı,LADA (VAZ),2107,1985,Sedan,Bej,75.0,Benzin,500000,Mexaniki,Arxa,Xeyr,3300
Bakı,Kia,Optima,2012,Sedan,Ağ,166.0,Benzin,180000,Avtomat,Ön,Xeyr,22900
Bakı,Kia,Sportage,2008,Offroader / SUV,Ağ,142.0,Benzin,17500,Avtomat,Ön,Xeyr,16500
Bakı,Hyundai,Elantra,2014,Sedan,Göy,150.0,Benzin,37000,Avtomat,Ön,Xeyr,20200
Bakı,GAZ,33021,1998,Yük maşını,Gümüşü,90.0,Benzin,80000,Mexaniki,Arxa,Xeyr,8300
Naxçıvan,Khazar,LX,2019,Sedan,Ağ,113.0,Benzin,41000,Mexaniki,Ön,Xeyr,12000
Bakı,Mercedes,Viano,2008,Minivan,Qara,170.0,Dizel,223000,Avtomat,Arxa,Xeyr,25000
Bakı,Land Rover,RR Sport,2008,Offroader / SUV,Göy,190.0,Dizel,194000,Avtomat,Tam,Xeyr,19900
Sumqayıt,BMW,525,2000,Sedan,Yaş Asfalt,192.0,Benzin,247000,Avtomat,Arxa,Xeyr,13900
Bakı,Toyota,Corolla,2005,Hetçbek / Liftbek,Gümüşü,90.0,Dizel,200000,Mexaniki,Ön,Xeyr,13200
Qəbələ,GAZ,31105,2008,Sedan,Qara,110.0,Benzin,97000,Mexaniki,Arxa,Xeyr,8650
Xudat,PAZ,32054,2010,Avtobus,Ağ,170.0,Dizel,35500,Mexaniki,Arxa,Xeyr,20800
Bakı,Toyota,Land Cruiser,2012,Offroader / SUV,Qara,243.0,Benzin,143000,Avtomat,Tam,Xeyr,40000
Mingəçevir,LADA (VAZ),2107,2001,Sedan,Ağ,75.0,Benzin,250000,Mexaniki,Arxa,Xeyr,4200
Bakı,Toyota,Prado,2011,Offroader / SUV,Qara,167.0,Benzin,125000,Avtomat,Tam,Xeyr,43500
Bakı,BMW,330,2019,Sedan,Ağ,252.0,Benzin,13500,Avtomat,Arxa,Xeyr,35500
Bakı,Lexus,NX 300,2019,Offroader / SUV,Boz,238.0,Benzin,18000,Avtomat,Tam,Xeyr,48000
Bakı,Mercedes,190,1990,Sedan,Tünd qırmızı,122.0,Benzin,410235,Avtomat,Arxa,Xeyr,6500
Bakı,Nissan,Qashqai,2012,Offroader / SUV,Ağ,141.0,Benzin,136619,Avtomat,Tam,Xeyr,23000
Bakı,Hyundai,i30,2009,Hetçbek / Liftbek,Ağ,122.0,Benzin,116432,Avtomat,Ön,Xeyr,16800
Bakı,Tofas,Sahin,2006,Sedan,Qara,86.0,Benzin,186000,Avtomat,Arxa,Xeyr,7000
Bakı,Chevrolet,Malibu,2013,Sedan,Ağ,167.0,Benzin,70349,Avtomat,Ön,Xeyr,24500
Bakı,Mercedes,C 180,1998,Sedan,Gümüşü,122.0,Benzin,366000,Avtomat,Arxa,Xeyr,11000
Bakı,BMW,740,2007,Sedan,Qara,306.0,Benzin,115000,Avtomat,Arxa,Xeyr,25500
Gəncə,Chevrolet,Cruze,2012,Sedan,Qızılı,141.0,Benzin,176917,Avtomat,Ön,Xeyr,14000
Bakı,Kia,Cerato Koup,2014,Kupe,Qara,201.0,Benzin,87200,Avtomat,Ön,Xeyr,21700
İsmayıllı,LADA (VAZ),Niva,2016,Offroader / SUV,Göy,80.0,Benzin,66167,Mexaniki,Tam,Xeyr,13000
Bakı,GAZ,31105,2004,Sedan,Yaş Asfalt,131.0,Benzin,176000,Mexaniki,Arxa,Xeyr,7200
Bərdə,Lifan,620,2011,Sedan,Ağ,116.0,Benzin,95000,Mexaniki,Ön,Xeyr,9500
Bakı,Opel,Astra,2010,Universal,Qara,90.0,Dizel,204000,Mexaniki,Ön,Xeyr,12200
Bakı,Kia,Optima,2016,Sedan,Qara,181.0,Benzin,55000,Avtomat,Ön,Xeyr,24200
Bakı,Toyota,Prius,2006,Hetçbek / Liftbek,Qara,76.0,Benzin,410000,Avtomat,Ön,Xeyr,11700
Bakı,Cadillac,CTS,2014,Sedan,Qara,276.0,Benzin,84000,Avtomat,Tam,Xeyr,20500
Bakı,Land Rover,Range Rover,2004,Universal,Boz,286.0,Benzin,356000,Avtomat,Tam,Xeyr,24000
Bakı,Hyundai,Accent,2013,Sedan,Ağ,140.0,Benzin,163000,Avtomat,Ön,Xeyr,17500
Bakı,BMW,528,2012,Sedan,Gümüşü,245.0,Benzin,173000,Avtomat,Arxa,Xeyr,18500
Lerik,LADA (VAZ),2107,2004,Sedan,Ağ,71.0,Benzin,48000,Mexaniki,Ön,Xeyr,5800
Masallı,LADA (VAZ),2107,2011,Sedan,Yaş Asfalt,75.0,Benzin,95000,Mexaniki,Arxa,Xeyr,8700
Bakı,Nissan,X-Trail,2014,Offroader / SUV,Ağ,175.0,Benzin,110000,Avtomat,Ön,Xeyr,32500
Bakı,Hyundai,H-1,2012,Mikroavtobus,Ağ,170.0,Dizel,161000,Mexaniki,Arxa,Xeyr,23900
Bakı,Volkswagen,Jetta,2007,Sedan,Göy,170.0,Benzin,160000,Avtomat,Ön,Xeyr,10500
Sumqayıt,Opel,Astra,1998,Universal,Göy,101.0,Benzin,294173,Mexaniki,Ön,Xeyr,6250
Salyan,LADA (VAZ),2104,2006,Universal,Tünd qırmızı,75.0,Benzin,91876,Mexaniki,Arxa,Xeyr,6500
Ağsu,Ford,Transit,2005,Furqon,Ağ,120.0,Dizel,380000,Mexaniki,Arxa,Xeyr,19500
Bakı,Opel,Astra,1994,Universal,Göy,116.0,Benzin,200,Avtomat,Ön,Xeyr,4600
Bakı,BMW,318,1994,Sedan,Göy,140.0,Benzin,430000,Avtomat,Arxa,Xeyr,8900
Bakı,Toyota,Avalon,2013,Sedan,Ağ,268.0,Benzin,201700,Avtomat,Ön,Xeyr,20900
Xaçmaz,LADA (VAZ),2107,2008,Sedan,Ağ,75.0,Benzin,250000,Mexaniki,Arxa,Xeyr,6100
Bakı,Kia,Optima,2013,Sedan,Ağ,165.0,Benzin,165200,Avtomat,Ön,Xeyr,22400
Bakı,Ford,Tourneo Connect,2008,Minivan,Ağ,110.0,Dizel,217000,Mexaniki,Ön,Xeyr,17000
Bakı,Dodge,Durango,2012,Offroader / SUV,Qara,290.0,Benzin,64000,Avtomat,Tam,Xeyr,27500
Bakı,Chevrolet,Cruze,2018,Hetçbek / Liftbek,Ağ,153.0,Benzin,92000,Avtomat,Ön,Xeyr,19200
Qazax,Kia,Sorento,2004,Offroader / SUV,Gümüşü,140.0,Dizel,191000,Avtomat,Tam,Xeyr,16200
Bərdə,LADA (VAZ),2106,2005,Universal,Qırmızı,75.0,Benzin,91000,Mexaniki,Arxa,Xeyr,5500
Bakı,Hyundai,Sonata,2011,Sedan,Qara,165.0,Benzin,154000,Avtomat,Ön,Xeyr,19700
Bakı,Hyundai,Sonata,2011,Sedan,Qara,165.0,Benzin,154000,Avtomat,Ön,Xeyr,19700
Sumqayıt,Lifan,320,2014,Hetçbek / Liftbek,Ağ,89.0,Benzin,167629,Mexaniki,Ön,Xeyr,7900
Bakı,Mitsubishi,Pajero,2004,Offroader / SUV,Gümüşü,180.0,Benzin,235000,Avtomat,Tam,Xeyr,16000
Gəncə,Mercedes,190,1992,Sedan,Ağ,109.0,Benzin,350000,Avtomat,Arxa,Xeyr,4800
Bakı,Kia,Optima,2012,Sedan,Ağ,274.0,Benzin,160291,Avtomat,Ön,Xeyr,21800
Balakən,Mercedes,E 320,2000,Sedan,Qara,224.0,Benzin,390000,Avtomat,Arxa,Xeyr,14400
Bakı,Kia,Sportage,2018,Offroader / SUV,Ağ,136.0,Dizel,110500,Avtomat,Ön,Xeyr,39500
Bakı,Mercedes,C 200,1999,Sedan,Tünd qırmızı,136.0,Benzin,276689,Avtomat,Arxa,Xeyr,12000
Şəki,Opel,Astra,2006,Hetçbek / Liftbek,Yaş Asfalt,90.0,Benzin,156392,Mexaniki,Ön,Xeyr,12900
Bakı,Opel,Cascada,2014,Kabrio,Tünd qırmızı,170.0,Benzin,13000,Avtomat,Ön,Xeyr,22000
Bakı,LADA (VAZ),2106,1985,Sedan,Ağ,75.0,Benzin,111000,Mexaniki,Arxa,Xeyr,3900
Bakı,Toyota,Corolla,2013,Sedan,Ağ,130.0,Benzin,61414,Avtomat,Ön,Xeyr,19900
Bakı,Volkswagen,Amarok,2012,Pikap,Ağ,185.0,Dizel,205000,Mexaniki,Tam,Xeyr,28800
Bakı,Suzuki,Grand Vitara,2006,Offroader / SUV,Ağ,140.0,Benzin,275000,Mexaniki,Tam,Xeyr,8000
Bakı,Volkswagen,Passat,2008,Sedan,Qara,170.0,Benzin,160000,Avtomat,Ön,Xeyr,12700
Bakı,LADA (VAZ),2104,2001,Universal,Göy,65.0,Benzin,374725,Mexaniki,Arxa,Xeyr,3800
Bakı,Chevrolet,Cruze,2015,Sedan,Tünd qırmızı,141.0,Benzin,157777,Avtomat,Ön,Xeyr,15900
